ACTIVITY,TIME,SL
4,13522.9,80517.3
2,8173.79,11992.3
0,11569.5,54583.0
2,12258.1,90788.3
2,21120.5,410472.0
3,7566.52,11630.4
3,9340.92,33045.0
3,11002.4,44148.6
0,26007.7,797757.0
0,26509.4,641262.0
4,7844.25,5588.57
3,16962.7,161572.0
3,15667.9,80850.0
4,7260.5,12947.6
4,2860.42,70.1354
3,4863.53,2930.5
0,6016.71,5795.0
0,12353.2,66685.0
0,23920.1,449777.0
0,8029.93,21801.0
3,8930.74,25206.3
1,11504.8,68832.8
3,12033.1,48802.9
0,14831.4,127495.0
5,9945.84,36256.1
2,8773.71,19928.2
4,9222.14,13946.2
4,9223.18,20802.4
3,3781.38,1346.24
0,11608.1,96538.0
2,7823.15,9538.2
0,12527.9,129817.0
0,5851.98,8934.0
3,6949.01,5268.03
0,7352.39,15320.0
3,19070.0,177856.0
0,6755.25,29444.0
2,4124.7,2177.29
0,13005.9,157352.0
0,8340.98,19345.4
1,5061.26,4214.56
0,12813.0,145727.0
1,3988.1,2194.49
5,23370.4,278467.0
3,11559.4,43948.9
5,12561.1,71738.9
3,13764.8,52080.5
0,14662.4,91919.0
5,9943.37,36222.7
3,7803.42,9919.31
0,21136.5,332035.0
0,22649.8,306701.0
0,11246.3,52726.0
3,14015.4,51231.7
5,3708.78,2172.16
0,9127.25,17748.0
3,14173.8,142739.0
4,10667.2,28656.1
0,14948.3,55315.0
3,14486.6,139315.0
3,4602.71,3000.67
2,11491.2,33085.8
0,31469.2,1043200.0
4,12978.5,49149.0
4,8683.94,17124.0
0,7567.11,14002.0
0,9356.83,23465.0
5,13683.0,52832.8
4,9819.77,34540.1
0,8377.87,18759.0
4,9688.3,14205.4
2,15521.2,116732.0
3,7814.93,9272.76
3,8083.38,9591.18
0,28544.3,860196.0
3,8361.25,9486.97
3,15336.0,82516.8
2,8925.32,20003.1
3,10606.5,38262.6
4,6988.86,4120.7
0,6919.05,7479.0
0,10520.6,42136.0
3,2434.61,57.7841
2,5254.18,4366.32
4,6019.24,11362.7
0,25092.1,638393.0
0,10398.7,31181.0
0,7673.11,5614.66
2,8098.93,9499.54
2,7993.2,9425.23
0,22248.2,492155.0
0,5407.0,4581.0
0,10803.6,63974.0
2,16701.0,164093.0
0,20931.5,204786.0
0,24567.6,433271.0
3,7586.35,9521.97
0,10339.6,33791.0
4,20937.2,250994.0
0,9572.85,23905.0
0,18976.6,290677.0
0,15177.6,192712.0
2,5327.0,4216.27
4,7537.18,10427.3
4,7540.51,8978.42
5,13627.4,46938.9
2,8913.34,51352.0
4,6730.0,9113.19
2,21580.9,411537.0
0,6006.48,2913.0
2,3701.75,2213.05
4,13582.7,51994.0
4,7433.23,14427.6
4,9533.46,32858.4
5,6537.92,13599.5
4,10263.5,49222.7
0,12906.3,138711.0
4,14741.4,145307.0
5,5580.4,6993.73
0,8045.61,17284.0
4,12482.0,93303.8
3,14693.5,77799.8
3,15590.6,120161.0
2,3875.65,2170.4
5,13872.7,121554.0
0,13221.9,105660.0
5,12606.1,60674.2
0,7884.85,15607.0
2,7180.49,5755.49
2,4161.39,2195.09
2,12832.6,74197.8
0,14819.8,63136.0
4,13568.1,81217.4
0,22899.8,375406.0
1,2388.47,59.8419
2,7818.4,9176.76
3,6686.13,10452.5
3,20200.6,230684.0
4,9769.03,27508.0
2,4997.08,4268.37
4,8609.28,10899.6
4,8948.64,20440.3
3,7904.1,15166.7
4,4748.78,4204.92
3,13686.4,80652.8
4,9864.73,43563.3
0,4759.24,3347.0
0,9449.21,27381.0
0,13087.8,79526.0
2,8307.32,9600.75
2,3858.87,2178.03
4,10094.3,36871.0
5,12939.2,72302.8
0,16977.7,405596.0
3,7463.28,14014.0
0,6572.41,8492.0
5,15466.8,94287.0
3,5023.05,3088.16
0,9074.46,12262.0
0,8149.53,25143.0
0,6843.7,16251.0
4,12565.3,58223.6
2,6992.35,13291.2
2,13855.0,51149.1
4,5377.78,4276.17
0,13793.3,101543.0
4,8640.4,20537.0
2,10384.9,37842.3
4,7987.96,9310.45
3,6909.98,11797.8
4,10326.1,28226.5
4,7071.85,14059.1
3,14432.7,141336.0
4,11249.0,86460.1
5,8277.55,4740.6
4,9108.22,13650.2
0,4938.58,3302.0
4,10235.7,30797.0
3,7484.99,9280.98
0,6981.92,6896.0
4,7543.28,15570.2
3,19017.1,163351.0
4,9076.53,27201.9
0,8872.01,20199.0
5,13057.7,72536.3
0,8962.13,30811.0
3,9558.47,52234.0
4,9068.27,11229.7
2,5225.49,4342.64
2,10247.9,10338.5
0,8880.52,19684.0
1,5313.02,4221.44
3,21932.3,283892.0
0,17054.4,61240.0
4,7399.44,26558.2
2,21693.7,411327.0
4,13531.7,52267.4
5,5344.61,1821.66
0,13328.2,61568.0
2,6240.1,7468.51
3,6680.56,10325.0
0,17012.1,164938.0
0,10623.3,33413.0
5,11491.1,56617.7
2,11207.1,68906.4
0,15055.5,81405.0
0,24534.4,465689.0
2,5802.07,7590.46
0,13741.9,86115.0
4,18132.6,161020.0
3,14837.1,140123.0
0,4404.16,1222.0
5,7645.18,12042.4
4,6056.82,11204.0
3,8840.07,16891.0
0,13734.9,219648.0
0,9263.5,22821.0
4,13682.6,94378.1
3,9222.12,23266.9
3,15292.2,108000.0
5,11892.3,53567.4
3,8236.59,10241.3
2,5293.21,3470.91
0,21628.1,204592.0
4,8930.0,13687.2
0,15509.2,176044.0
3,9409.19,26958.2
4,13749.3,92395.8
4,12123.1,91699.4
4,7692.16,19829.8
2,5014.67,4549.2
3,12650.8,60516.4
2,17144.9,164328.0
0,10343.5,35212.0
0,8352.35,23162.0
0,9618.57,32579.0
0,13239.3,51962.0
0,10485.4,82133.0
3,12178.8,50551.5
4,13579.4,98062.5
5,10074.4,34065.5
2,12288.5,74334.5
3,8377.62,13489.5
2,20635.0,151412.0
0,23258.5,362574.0
0,9715.44,38207.0
5,12404.5,71046.3
4,8633.76,13562.6
4,9492.45,33284.1
4,7049.0,4170.23
0,7652.77,14697.0
0,5574.82,2549.0
0,5561.99,3625.0
0,11482.5,67909.0
3,11572.7,45735.0
5,9776.75,29990.8
0,13002.5,52176.0
5,17347.8,113943.0
0,15933.2,207510.0
2,9137.84,51162.8
5,8778.64,28645.7
0,7130.15,13129.0
0,5635.71,2256.0
2,8107.96,9436.97
3,8269.35,10573.4
0,18219.0,269626.0
0,15179.2,72177.0
0,13435.8,88831.0
0,14151.1,69442.0
0,9935.58,40668.0
5,10072.1,44009.2
4,9565.54,29934.8
5,9372.38,30323.2
2,11619.4,114288.0
0,15345.1,141843.0
4,9231.62,11688.1
3,22897.6,257305.0
2,14323.9,59508.9
4,2568.61,51.9286
5,23334.7,282249.0
2,8746.61,20178.3
5,9023.03,27385.6
2,12134.4,73494.6
5,26548.4,482830.0
0,15206.2,95961.0
2,6740.83,9378.18
2,12709.4,50925.3
4,22525.7,516317.0
5,4748.65,3392.61
3,6057.51,7186.56
2,7925.2,9420.71
3,8158.47,12181.0
5,9437.41,22648.1
4,22259.1,515302.0
4,5558.71,7302.46
0,14174.7,163596.0
2,6761.12,13199.8
0,7378.51,8098.0
0,9800.2,21348.0
4,5916.23,11404.5
3,7398.41,13818.2
0,7167.8,10265.0
3,12808.4,59934.0
3,7281.94,15030.4
0,12016.0,78920.0
0,7191.85,11166.0
3,11044.6,57726.7
4,9863.19,32932.1
3,8713.91,12052.7
5,3991.77,1541.11
0,10506.6,71081.0
4,12661.1,79920.2
3,8361.12,25345.5
0,15256.8,138485.0
4,6201.62,11363.8
0,11085.4,78515.0
4,7163.34,13691.4
2,7787.54,11619.3
0,5236.42,4737.0
5,10494.4,39856.4
4,22198.2,409718.0
0,7678.11,9165.0
5,5223.9,1768.28
3,2796.03,70.2872
0,7621.89,23241.0
0,7208.98,11303.0
1,5856.71,4708.06
3,6629.79,10259.5
3,11380.7,38544.4
5,8747.79,21511.8
0,7685.73,6849.0
2,17311.2,137031.0
3,12846.2,79099.7
2,6709.53,5455.49
4,10279.8,31541.4
4,13547.1,52219.4
0,14989.4,102157.0
5,6600.29,4322.58
4,9713.91,34551.0
3,13165.5,60994.0
4,9290.01,26190.7
3,15848.7,119511.0
0,4006.16,3686.0
5,5662.0,4896.78
3,12927.3,80374.7
3,6751.78,9353.05
2,21224.8,411354.0
4,13484.9,60697.7
1,2269.47,49.0547
4,15493.8,141909.0
0,26452.0,553265.0
5,9510.62,29648.3
5,10261.4,35518.9
4,11917.5,75255.2
1,5459.12,4233.06
2,4949.13,3042.19
5,4284.48,1322.12
0,12754.4,27305.0
3,7932.28,16783.5
5,14641.8,52364.3
3,8754.85,26567.1
0,15337.3,121624.0
2,7561.98,9600.31
3,8847.93,12225.7
5,6366.49,11047.0
2,3879.48,2174.98
0,8398.54,26080.0
2,8484.29,10462.9
3,10822.5,85420.3
3,12742.1,80184.4
2,4922.72,3061.57
2,8868.81,12346.8
0,18230.4,149092.0
3,14130.4,91252.4
0,22998.6,363854.0
3,13198.2,61444.7
3,8826.68,52685.2
0,7095.22,7539.0
4,9442.04,26169.5
4,9404.06,29909.7
3,7703.81,25476.7
3,11991.0,50356.3
0,14570.6,56037.8
5,10772.9,86520.2
0,14027.0,127454.0
3,11289.1,113918.0
4,2543.48,59.9302
5,4637.15,1530.7
0,22075.1,201800.0
3,13882.3,142880.0
5,10072.9,12967.1
3,7895.89,15427.5
0,10930.0,73743.0
2,12147.8,74127.4
4,10798.8,50968.0
5,24033.4,270512.0
0,7264.19,13372.0
1,5405.35,4357.4
0,20688.1,162818.0
0,5232.84,3516.26
3,12751.9,74416.7
2,20648.2,170888.0
5,11006.7,27543.1
2,5462.91,3509.71
0,8676.28,22838.0
5,13763.9,52377.5
1,3840.44,2176.51
3,15649.4,116269.0
3,21750.2,414638.0
3,13305.5,60465.1
4,9893.27,38882.9
4,5839.81,10961.2
5,13005.6,72489.8
4,9080.1,17471.5
0,7330.76,6635.0
2,5644.26,4415.22
4,25293.7,252660.0
1,10906.8,68905.0
5,14189.0,101532.0
3,4523.19,2061.93
2,7992.84,9486.48
4,5648.53,4523.23
3,17362.5,161236.0
0,9833.83,17330.6
5,11111.1,51441.5
4,22808.4,515150.0
0,9680.16,18674.0
4,9144.05,26226.2
0,7299.89,14933.0
2,7612.55,9270.4
2,15917.6,136181.0
4,8789.1,17209.6
3,11306.7,91380.1
1,5147.06,3409.3
4,9678.01,32577.1
0,13412.4,90687.0
3,5055.66,2924.11
5,7027.76,11539.6
0,8631.11,31896.0
3,15641.1,114464.0
2,8362.25,10513.9
0,6130.52,5306.0
4,11337.2,49791.5
4,7163.1,6845.67
4,13159.6,58970.0
0,21265.3,293912.0
0,13432.7,63286.0
4,14849.1,143015.0
4,11647.4,112078.0
4,7382.44,8784.29
0,9600.17,16150.0
0,12826.6,53314.0
0,9582.78,24374.0
3,5366.53,4328.73
2,3145.17,1268.41
4,9984.95,27567.7
2,16419.1,136293.0
3,25845.5,319389.0
1,18117.0,143758.0
4,14831.9,95294.2
4,6411.5,7269.42
3,9751.09,40153.7
5,14404.0,78627.6
0,24516.6,356914.0
2,6283.44,5402.93
3,11438.6,51774.5
0,6325.75,6949.0
3,2482.99,59.1352
2,20904.0,169923.0
3,5222.18,3480.52
0,8579.9,16131.0
4,9224.31,28017.1
1,7134.52,4780.65
0,7102.04,6777.61
5,10265.7,35100.3
0,8964.04,31004.0
3,14119.7,51991.5
0,11104.7,64963.0
0,17089.5,196214.0
0,19223.7,297232.0
2,16757.2,162707.0
5,23256.7,283917.0
4,10379.1,38682.0
2,9278.44,20270.1
3,7201.94,13987.0
0,13204.5,142276.0
0,7366.46,12163.0
2,3306.63,1341.6
4,13345.1,80311.4
0,34811.4,1245850.0
2,13137.4,60183.3
4,23448.4,292238.0
4,2856.22,1270.44
2,3837.6,2194.93
3,5138.1,4218.52
3,6189.58,10266.9
2,2487.87,51.7899
2,5439.06,4346.69
0,12739.1,78916.0
0,16195.3,131515.0
3,13260.8,50625.8
5,11863.6,54654.9
3,8474.64,12122.1
2,2446.29,51.7125
3,6358.01,10259.0
3,7696.01,5253.69
4,10321.9,35962.3
5,8732.5,37885.2
4,8937.8,13140.5
4,9257.87,11926.3
4,5778.22,11062.8
2,13498.0,68182.6
2,20238.8,150207.0
2,7427.96,9222.64
3,8892.49,21934.6
4,5803.38,11203.5
0,12199.3,70392.6
2,20709.9,151661.0
5,7918.96,7646.62
0,14491.2,60356.0
3,10869.7,86577.3
0,12897.7,111016.0
2,5118.03,4215.48
3,21956.3,409323.0
0,9252.26,12829.0
0,7404.95,10491.0
5,9819.07,34555.5
0,10801.5,22708.0
3,5902.05,7151.62
2,8782.14,10614.1
2,5116.05,4223.36
4,14787.7,100864.0
0,11880.2,63118.0
0,12829.9,187994.0
2,5187.01,4279.21
3,10086.0,48506.7
0,10867.8,60408.0
0,12055.9,41302.0
5,5674.14,3073.16
5,9380.64,30353.0
3,9517.93,26335.4
0,5981.05,5907.0
2,5125.46,2886.98
3,13771.1,143816.0
2,14713.6,116225.0
3,14356.5,142404.0
1,5390.37,4698.02
4,6872.85,4037.5
0,15790.4,90020.0
3,16033.7,115935.0
3,13109.6,60817.6
2,10349.8,58030.5
1,9648.92,17432.2
2,2436.78,66.7972
2,20295.7,151831.0
0,5342.4,5367.0
4,9910.85,34911.6
4,7974.5,12831.9
5,14615.9,79153.6
3,7519.28,4930.65
2,21595.9,411712.0
3,9024.62,13575.8
3,13154.8,50654.5
4,10291.9,51302.8
0,9876.77,12132.0
4,25813.5,288239.0
3,4749.78,3179.71
2,7209.14,9458.41
0,7191.13,7212.0
4,13423.3,77766.5
3,14808.8,60452.2
2,8459.26,12204.8
0,5577.21,5402.0
3,14861.5,144557.0
5,9488.38,38820.3
4,22072.7,515911.0
3,15412.8,144651.0
3,4321.38,1917.79
2,10871.9,38076.8
2,10791.7,36152.2
4,15134.4,142568.0
5,14004.1,78100.3
0,14124.7,139723.0
0,9883.21,34646.0
3,16301.3,111609.0
4,10166.0,34834.3
4,13137.1,78529.5
3,8125.52,9240.44
2,8258.02,12107.9
4,13778.3,52405.0
0,11345.3,117926.0
3,7619.84,14512.7
3,12271.9,114568.0
2,6638.27,5345.31
4,13541.8,90810.6
0,6193.55,6603.99
0,11964.3,54731.0
3,25082.0,253828.0
4,13505.8,51760.6
5,7456.18,8826.73
3,11600.6,79400.6
0,11146.1,49899.0
2,10888.7,33817.1
2,5640.65,7639.01
0,15068.5,107553.0
1,2602.98,51.3839
5,13836.4,95005.3
2,3873.44,1455.22
0,12916.3,54460.0
3,14178.3,90986.3
0,7134.62,12862.0
5,9253.41,38031.5
3,11017.3,85344.7
5,8228.31,5482.6
4,4037.11,2172.9
0,11570.2,61963.0
3,6817.23,5234.12
5,9613.75,52353.8
0,28487.4,551602.0
4,12856.4,49613.3
2,8395.52,25649.7
2,10522.3,10460.0
2,4131.27,2174.93
3,13036.9,60446.9
0,23006.3,318240.0
3,21042.1,412354.0
4,14754.3,122612.0
2,6017.86,4157.2
0,16684.6,148056.0
5,8290.85,10682.7
2,12806.4,73746.8
0,10191.7,27998.0
5,9411.8,37974.7
4,9832.19,26475.7
0,11749.3,76455.0
0,9839.47,36237.8
4,7970.11,4726.55
4,7546.32,6816.97
0,19469.2,227529.0
0,10397.2,63745.0
2,21963.7,411542.0
2,13156.0,51386.8
0,8973.04,16825.0
3,23214.2,265236.0
4,10193.0,34175.2
5,11734.7,55962.3
3,11689.1,50180.3
3,9360.72,39031.4
2,2579.3,50.9989
0,5009.23,10692.0
0,8738.73,9762.0
0,12484.0,53275.0
0,29793.1,553405.0
0,11162.6,30961.0
0,11824.3,37495.0
1,2270.29,51.8026
5,7636.62,9374.24
0,6557.18,6092.0
4,9759.54,27630.1
5,13792.6,96712.6
1,9175.46,17142.9
4,11339.5,39560.7
3,5751.52,4112.01
2,7456.61,5575.89
3,22811.6,411253.0
2,3981.55,2209.75
3,9556.11,32824.0
1,2572.55,50.5167
5,9098.39,37724.9
5,5002.57,4075.71
4,12452.0,93589.4
2,6935.55,5546.83
5,14432.7,103059.0
0,9207.99,15307.0
3,4629.43,3223.47
4,8642.34,26761.0
5,10264.6,35072.0
0,4383.92,4147.0
2,12117.3,113403.0
0,17164.7,113200.0
0,9633.52,22985.0
4,10839.8,26663.0
4,9254.94,11764.7
4,8426.28,10755.5
0,7905.92,8899.0
0,18097.2,237433.0
2,2304.81,61.598
3,24606.8,299501.0
2,6555.22,12092.0
4,8241.28,4765.03
0,12379.2,87353.0
2,3960.36,2216.28
0,8439.1,21103.0
0,9602.69,19717.0
5,10424.2,57227.2
1,6149.96,4766.12
4,6979.66,5055.61
4,11731.7,60882.5
0,17528.0,157261.0
2,10639.0,57883.8
4,9515.7,26379.6
4,7067.64,9265.54
2,6775.85,5179.66
0,10636.2,57285.0
3,6532.25,3903.22
0,38405.3,1857700.0
4,9297.46,28706.5
0,18504.7,168220.0
0,20201.2,149687.0
5,5528.22,1955.91
2,11668.7,115274.0
0,8045.91,18543.0
3,22493.6,254891.0
4,7829.07,8335.23
0,7681.59,7974.0
5,14399.8,96994.4
0,11626.3,64482.0
2,5841.77,7596.52
4,4207.95,2123.46
4,8866.22,12474.2
0,11366.4,53829.0
2,8460.3,10518.8
2,8447.02,16479.8
0,21610.1,163389.0
0,30791.5,611153.0
3,8329.14,16866.5
0,24514.4,317109.0
2,3970.14,2177.4
0,9206.07,19799.0
3,7642.67,9572.21
4,9975.47,26210.2
4,4526.74,2757.31
4,10415.4,32821.6
3,10427.8,27043.6
2,5641.39,4287.75
0,25556.1,393210.0
5,8208.62,4694.79
4,4968.57,3281.53
5,9832.2,37911.0
3,13551.3,50057.4
3,10334.2,85347.1
4,8382.16,4671.07
4,13044.6,78721.4
4,6882.8,14383.7
3,5006.36,2888.96
4,6822.74,4132.18
3,14592.8,139693.0
3,24269.1,265246.0
2,5620.6,4165.81
3,24483.7,316185.0
1,2560.44,52.8877
0,13400.7,74334.0
5,9797.38,36019.4
3,9114.24,26567.4
0,13098.7,59170.0
4,12577.1,59150.4
0,9966.12,19698.0
2,4945.85,4304.51
3,13865.6,92685.0
0,13198.4,78204.0
4,13590.1,145439.0
4,9821.68,26542.4
4,12346.9,58185.5
4,9897.38,35670.9
0,11961.7,91536.0
4,8687.55,28916.4
3,3350.73,1342.19
3,9686.33,16971.7
2,5412.22,4385.96
4,13435.9,52822.5
0,15345.2,125831.0
4,17096.9,135838.0
0,23674.6,302085.0
3,23495.0,284244.0
4,8492.04,24645.2
0,7809.34,8875.0
1,11416.7,68962.0
0,17444.8,126722.0
3,25672.0,330982.0
3,13640.0,42647.6
0,17232.4,235537.0
5,10558.5,50057.7
0,11884.7,50232.0
4,10248.7,37930.7
4,4847.82,2811.6
5,12872.3,72868.8
5,6955.85,23508.5
3,7596.46,9174.25
3,14327.1,51238.7
3,6983.26,10830.2
3,5677.43,4178.1
0,15356.8,60277.0
4,15055.3,116028.0
0,13941.8,87127.0
2,2485.83,54.8218
4,11824.5,49352.2
3,9651.9,41401.2
5,14694.5,79415.9
3,10266.4,38266.7
3,10761.9,58676.4
5,14205.8,53383.1
4,9523.89,37853.1
0,9026.36,20893.0
3,6785.63,5142.35
0,7925.06,16454.0
2,8443.44,12045.8
4,5551.33,7190.65
4,4861.57,1560.2
3,10650.3,24912.2
0,6766.36,12382.0
4,8996.03,11337.9
0,14136.1,49985.0
0,14848.1,52804.0
2,7670.15,9540.04
1,10836.5,68723.1
3,14454.5,59920.7
4,14431.0,53506.8
5,4847.79,4412.5
4,9877.73,44211.8
3,6861.95,10502.4
5,14683.5,79430.0
4,13565.3,55687.8
4,9419.29,34331.3
0,18799.6,300265.0
4,5947.98,6959.33
4,6535.7,4041.17
0,17879.4,159581.0
3,17941.1,161364.0
4,9997.77,31409.6
3,23267.8,252878.0
2,14911.7,159825.0
0,11896.6,57950.0
3,10420.3,37040.3
3,6706.93,10399.1
0,9092.99,19003.0
0,12884.7,68386.0
4,7803.6,9298.8
2,9979.93,50924.6
0,8189.83,17857.0
3,7047.11,5279.36
0,4928.25,6519.0
2,9404.3,9964.23
0,12194.5,78899.0
3,17684.5,111616.0
3,21599.7,237846.0
0,10799.5,46067.0
3,6608.48,13502.5
2,2417.58,51.6653
0,8521.28,31455.9
3,10125.5,86607.4
3,7157.78,5466.64
0,8785.26,33363.0
2,11383.2,115159.0
3,6565.68,13120.2
5,9557.39,17299.8
0,7817.81,5783.0
4,8735.63,28082.3
2,9262.79,17210.7
0,4749.31,4414.0
4,9137.63,13993.7
0,15379.6,129045.0
3,19068.5,248329.0
0,8504.05,13863.0
0,11151.2,24320.0
5,9310.62,30057.3
0,21160.3,346612.0
0,12264.2,63536.0
0,15023.9,162328.0
2,6609.8,13323.9
0,8002.74,16577.0
3,7706.58,9787.82
5,14512.0,51853.4
0,10379.4,39071.0
0,5678.97,4384.0
3,12872.7,51041.5
0,11031.2,57111.0
0,12285.7,73178.0
5,13028.3,45168.5
2,11728.9,33366.4
5,8160.02,4721.74
0,18444.8,167373.0
5,9878.02,34527.8
1,5150.02,4408.6
3,15233.5,60006.3
2,7262.64,9577.27
2,20392.2,412186.0
2,6117.85,7290.48
2,12860.1,61054.3
4,6733.02,11927.7
4,8572.73,28800.2
4,14641.8,147058.0
0,18130.7,328024.0
0,14080.1,59512.9
2,10501.1,48215.7
3,8948.92,26866.1
1,11070.3,70042.9
3,20012.5,244756.0
0,21821.8,341478.0
2,2444.73,58.4986
5,9352.77,27363.3
2,8328.2,10645.4
3,13857.1,142767.0
5,5518.16,1689.88
3,8797.64,28842.4
2,3806.95,2169.38
2,4265.77,4428.26
3,6176.71,10458.6
5,5120.47,2956.27
3,6539.04,5200.78
4,4559.93,4215.23
3,7568.1,9561.9
2,4340.08,2156.0
0,15630.8,87721.0
2,8755.66,20025.0
5,7300.53,19165.0
0,23940.4,588085.0
0,8442.41,8708.0
3,14587.3,51504.5
0,8160.82,23175.0
3,6110.93,7565.27
3,7181.65,13812.2
5,10224.6,23521.3
0,25040.4,598196.0
3,10707.2,37959.2
2,11236.2,113688.0
3,8924.95,39564.3
0,10887.1,86516.0
3,8070.64,12020.2
4,5779.34,11043.6
4,8942.01,20858.9
2,20126.4,147527.0
0,18056.9,213681.0
2,7843.47,9529.72
4,12821.3,63236.4
2,6015.99,4186.63
0,10784.9,15275.0
2,3894.71,1459.79
1,5861.25,4753.82
0,8384.63,22947.0
0,9645.85,30878.0
4,10930.1,43340.9
0,13214.5,78461.0
2,4971.39,3846.01
5,10107.7,36550.1
0,5571.4,7105.0
4,9947.84,32508.2
0,6871.48,6703.62
3,4046.38,1957.82
2,8083.82,9520.76
2,5989.77,7534.57
3,20204.4,197233.0
3,7040.01,9228.11
3,16624.0,160612.0
5,7855.66,6621.54
0,10393.1,55550.3
3,13018.3,80198.6
2,7725.18,9248.6
3,9936.49,32586.0
0,9147.95,34962.0
2,7680.97,9366.45
0,16281.7,123351.0
0,14982.8,176369.0
3,6986.27,5263.14
2,4841.94,2749.27
4,2525.35,48.7784
0,8618.36,14052.0
3,11254.2,111497.0
3,10144.1,50930.1
0,14720.9,97567.0
3,15632.2,59993.8
3,13848.2,51235.0
3,12764.4,52536.5
2,7326.49,9462.89
0,11885.2,63007.0
3,8732.1,12311.2
5,4374.67,1382.43
3,5681.23,3276.05
0,9455.71,46342.0
0,18227.1,347111.0
3,9421.6,52896.1
2,15190.7,117024.0
3,13269.5,91516.0
5,10316.6,51449.6
3,10316.1,10647.8
0,7773.95,14605.0
5,9458.41,36234.1
4,10782.7,18475.4
2,5658.92,4368.51
4,8053.62,9814.76
4,9678.72,26456.0
4,11036.6,87979.9
0,8518.37,36193.0
2,5399.15,4456.68
0,4254.47,670.0
3,9666.64,39261.1
2,11260.6,50379.4
2,5290.96,3467.84
2,2517.75,51.6195
3,4090.9,1887.76
4,7414.79,13978.3
5,9665.21,55039.6
0,7062.15,17573.0
4,13615.3,139869.0
2,11795.3,114968.0
5,10863.7,50371.1
0,7175.6,5759.0
0,9975.6,27550.0
3,15119.6,59344.3
4,7720.79,9174.72
4,11016.7,86033.0
3,20913.2,411870.0
3,11443.4,38858.6
5,11993.8,48511.1
2,3849.21,2207.0
2,15964.9,138898.0
0,12065.0,79195.0
0,7858.72,13232.0
3,4730.48,4005.62
4,6692.49,7268.04
4,11234.5,39131.3
2,11673.8,57664.7
0,10068.7,43249.0
0,11628.3,85672.0
4,18964.7,161434.0
3,6018.35,4977.71
3,24649.9,479361.0
4,10406.5,33139.3
0,25215.1,760488.0
3,10661.4,57783.5
0,6798.85,9089.0
0,18169.5,205066.0
3,10798.6,38044.2
3,15868.4,116098.0
5,9311.62,37963.6
0,21830.4,282330.0
0,8217.8,29047.0
2,16251.2,162174.0
0,8058.96,14685.0
4,8843.85,20472.6
3,14154.6,140181.0
2,12677.4,51419.4
1,10801.4,67851.8
4,9760.95,45002.7
5,14174.0,63458.7
3,12113.1,115691.0
0,10110.4,67660.0
4,7928.0,9487.37
3,13355.7,90324.1
4,22826.5,516634.0
5,8299.81,4742.18
4,9152.42,20700.1
4,9596.61,27548.7
0,10662.8,59738.0
3,16991.7,161551.0
3,10214.7,10391.9
5,13945.3,51955.3
0,10739.7,52746.0
3,11731.7,50742.3
3,18339.7,162225.0
3,14152.0,51242.3
3,10772.3,27273.2
0,4571.93,830.0
0,9043.34,96542.0
0,37729.0,938123.0
2,10565.6,10500.6
4,9924.15,38505.3
0,13619.9,91846.0
2,2533.06,53.7691
0,12443.6,75380.0
0,8428.62,10773.0
2,7985.39,9877.02
2,12894.8,50972.1
3,9393.71,26548.7
2,6564.77,13067.3
1,5659.43,4683.14
0,10527.2,27400.0
0,8950.55,18907.0
5,7772.98,4700.2
3,10099.8,53054.0
3,6515.93,12244.7
0,11541.9,70909.0
3,11153.0,50138.9
3,8795.66,16421.5
5,6851.9,8311.36
4,9315.54,26206.7
4,8377.17,12301.8
0,8940.96,31361.0
0,11884.1,41880.0
5,18545.9,147541.0
0,19826.0,279817.0
0,12338.5,36608.0
4,9307.98,11350.5
4,5867.53,11313.9
2,17521.2,164801.0
0,6291.36,13356.0
4,8517.1,4752.03
5,11743.2,71465.8
5,9786.32,30057.3
0,8503.38,14053.0
5,12468.0,70923.5
1,11408.4,68804.5
5,12194.3,60321.9
4,11793.2,52770.3
2,5298.89,4150.24
5,7822.65,12034.7
3,10518.9,26472.9
4,13649.5,61061.0
4,10400.7,17223.1
5,9858.32,53006.1
2,6655.78,13323.9
0,10384.4,30508.0
1,4909.12,4660.78
0,12498.9,48009.0
4,5655.46,7107.36
4,13224.5,80382.7
0,6293.43,9485.0
4,14818.0,140340.0
3,6901.22,11985.5
0,9180.34,32883.0
5,7584.61,6720.35
2,2273.6,52.2644
4,8278.23,9646.32
4,9948.13,35216.0
3,6040.65,4219.98
3,20602.7,143224.0
1,6339.03,5323.61
4,8635.09,11354.5
0,15664.1,99035.0
0,7620.4,20031.0
0,11432.9,36350.6
3,16006.5,173432.0
2,5072.47,4273.39
0,28169.2,530984.0
3,13484.0,90806.9
0,13440.0,103792.0
0,19139.2,130542.0
0,12139.1,53150.0
0,10864.1,44379.0
0,9228.58,40678.0
0,12054.0,62494.0
2,2584.09,49.4464
0,24236.6,582468.0
0,11533.2,49333.0
3,9801.52,38919.6
4,4747.43,4635.01
4,15285.5,110659.0
0,10967.8,17797.0
1,5662.17,5412.76
3,18941.8,160343.0
0,17996.5,216679.0
4,5939.43,7098.13
0,31956.2,599720.0
0,16024.8,132172.0
3,7335.68,14743.0
5,13810.3,46425.1
4,6952.75,6799.33
2,15814.4,116839.0
4,11852.5,49483.6
2,9855.44,10160.9
5,9623.14,30344.4
5,8603.84,28834.5
2,10609.9,57913.3
5,14256.8,70378.1
2,11974.3,74502.9
0,9101.63,30378.0
