ID,ZIP Code,Mortgage,Personal Loan,CD Account,CreditCard
1070,91203,0,1,0,0
1071,90840,0,0,0,0
1072,94005,137,0,0,0
1073,90089,0,0,0,0
1074,94583,0,0,0,1
1075,95762,0,0,0,1
1076,90024,0,0,0,0
1077,94608,0,0,0,0
1078,90095,329,1,0,0
1079,92709,182,0,0,1
1080,94591,0,0,0,0
1081,90717,142,0,0,0
1082,94080,0,0,0,0
1083,94115,0,0,0,0
1084,95014,0,0,0,0
1085,93407,0,1,0,0
1086,92612,0,0,0,0
1087,?,167,0,0,0
1088,92028,196,0,0,0
1089,95521,0,0,0,1
1090,92103,0,0,0,0
1091,94720,0,0,0,0
1092,94720,0,0,0,1
1093,92120,0,0,0,0
1094,94550,111,0,0,0
1095,94086,0,0,0,1
1096,92129,137,0,0,0
1097,90245,0,0,0,0
1098,92007,184,1,0,1
1099,90720,0,0,0,1
1100,92717,0,0,0,0
1101,91711,0,0,0,0
1102,90095,0,0,0,0
1103,95023,0,0,0,0
1104,90037,0,0,0,0
1105,93106,0,0,0,1
1106,95051,229,1,1,1
1107,?,0,0,0,0
1108,94110,185,0,0,1
1109,95051,0,0,0,1
1110,92126,0,0,0,0
1111,92028,83,0,0,0
1112,90071,442,0,0,0
1113,94949,0,0,0,1
1114,90630,0,0,0,1
1115,95827,0,0,0,1
1116,94117,0,0,0,0
1117,92056,0,0,0,1
1118,94709,132,0,0,1
1119,95670,0,0,0,1
1120,96064,233,0,0,0
1121,94304,0,0,0,1
1122,91330,196,0,0,1
1123,90041,0,0,0,0
1124,92521,0,0,0,0
1125,94022,0,0,0,1
1126,95003,0,0,0,0
1127,95192,0,1,0,1
1128,91101,0,0,0,1
1129,94025,0,1,0,0
1130,94305,0,1,1,1
1131,94402,0,0,0,0
1132,91709,0,0,0,0
1133,94920,0,0,1,1
1134,94126,0,0,0,0
1135,95616,0,0,0,0
1136,93106,91,0,0,0
1137,94086,0,0,0,0
1138,90230,0,1,1,0
1139,93101,0,0,0,0
1140,95616,0,0,0,0
1141,94611,0,0,0,1
1142,91365,0,1,0,0
1143,91335,0,0,0,0
1144,94022,0,1,0,0
1145,95822,0,0,0,0
1146,92101,0,0,0,1
1147,90034,78,0,0,0
1148,91367,0,0,0,0
1149,90034,0,0,0,0
1150,91763,0,0,0,0
1151,95521,0,0,0,0
1152,94720,0,0,1,0
1153,95831,0,0,0,0
1154,92821,215,0,0,1
1155,93555,0,0,0,0
1156,92653,0,0,0,1
1157,94305,87,0,0,0
1158,94998,157,0,0,0
1159,92660,0,0,0,0
1160,92028,0,0,0,1
1161,95134,0,0,0,0
1162,94309,0,1,0,0
1163,?,394,0,0,0
1164,94720,227,0,0,0
1165,?,327,1,1,0
1166,91203,0,0,0,0
1167,91711,0,1,0,1
1168,92354,475,0,0,0
1169,91706,0,0,0,0
1170,92110,158,0,0,0
1171,91320,0,0,0,1
1172,95014,0,0,0,0
1173,92104,0,0,0,0
1174,94305,0,0,0,0
1175,93106,0,0,0,1
1176,91006,0,0,0,1
1177,90049,0,1,0,0
1178,90405,149,1,1,0
1179,94025,98,0,0,0
1180,90291,0,0,0,1
1181,90504,0,0,0,1
1182,90095,0,0,0,0
1183,94720,0,0,0,1
1184,94105,0,0,0,1
1185,90041,0,0,0,0
1186,94025,0,0,0,0
1187,94928,0,0,0,0
1188,94309,87,0,0,0
1189,94305,0,0,0,1
1190,92717,0,0,0,0
1191,93117,152,0,0,0
1192,94111,0,0,0,1
1193,92870,0,0,0,1
1194,92121,0,0,0,1
1195,94305,0,0,0,0
1196,92407,0,1,0,0
1197,94609,94,0,0,0
1198,92866,0,0,0,1
1199,94801,101,0,0,0
1200,92064,184,0,0,0
1201,92507,91,0,0,0
1202,95060,0,0,0,0
1203,?,0,0,0,0
1204,91311,0,0,0,0
1205,91604,197,1,0,0
1206,91361,0,0,0,0
1207,95035,0,1,0,0
1208,94301,0,0,0,1
1209,91711,0,0,0,1
1210,91304,228,0,0,1
1211,93943,0,0,0,0
1212,92407,0,0,0,0
1213,91101,0,0,0,0
1214,93943,87,0,0,0
1215,92521,0,0,0,0
1216,94550,144,0,0,1
1217,91107,0,0,0,0
1218,94305,0,0,0,0
1219,92122,0,0,0,0
1220,92407,0,0,0,0
1221,?,0,0,0,0
1222,94132,0,0,0,1
1223,90011,94,0,0,0
1224,96150,91,0,0,0
1225,94920,0,0,0,0
1226,94534,0,1,0,0
1227,90089,109,0,0,1
1228,92122,0,0,0,0
1229,92870,98,0,0,0
1230,94596,0,0,0,0
1231,94920,0,0,0,1
1232,94306,0,0,1,1
1233,92646,297,0,0,0
1234,93943,0,0,0,0
1235,90405,0,0,0,1
1236,94110,0,0,0,0
1237,95762,116,0,0,0
1238,92093,0,1,1,1
1239,91116,0,0,0,0
1240,90245,109,0,0,1
1241,91320,101,0,0,0
1242,92120,0,0,1,1
1243,91380,0,0,0,0
1244,92697,0,0,0,0
1245,94720,99,1,0,1
1246,94025,128,0,0,0
1247,91775,241,0,0,0
1248,94606,0,0,0,0
1249,94305,0,0,0,0
1250,?,0,0,0,1
1251,94301,0,0,0,0
1252,95120,0,0,0,0
1253,92182,0,0,0,0
1254,92346,204,0,0,0
1255,91101,0,0,0,1
1256,95354,185,0,0,1
1257,92115,0,0,0,0
1258,93014,0,0,0,1
1259,91203,104,0,0,1
1260,95616,0,0,0,0
1261,91107,137,0,0,1
1262,94901,0,0,0,0
1263,94720,0,0,0,0
1264,92870,0,0,0,0
1265,94546,0,0,0,0
1266,95014,108,0,0,0
1267,92121,0,0,0,1
1268,94720,0,0,0,0
1269,92677,0,0,0,0
1270,92673,100,0,0,1
1271,91311,0,0,0,1
1272,92115,236,0,0,0
1273,95616,0,0,0,0
1274,95741,437,1,1,1
1275,93117,0,0,0,0
1276,95616,178,0,0,0
1277,95351,117,0,0,1
1278,92110,428,0,0,0
1279,94305,0,0,0,1
1280,90024,145,0,0,0
1281,95064,333,0,0,0
1282,92093,0,0,0,0
1283,93955,236,0,0,1
1284,94305,117,0,0,0
1285,90740,162,0,0,0
1286,94720,0,1,0,1
1287,94010,0,0,0,1
1288,94010,0,0,0,0
1289,91326,366,0,0,0
1290,94523,0,0,0,0
1291,90277,0,0,0,0
1292,?,0,0,0,0
1293,94610,234,1,1,1
1294,92373,121,0,0,1
1295,95003,257,0,0,1
1296,92866,90,0,0,0
1297,92399,219,0,0,0
1298,95814,0,0,0,0
1299,90274,0,0,0,1
1300,95762,0,0,0,0
1301,91754,103,0,0,0
1302,92121,337,0,0,1
1303,94087,0,0,0,0
1304,94720,382,0,0,0
1305,90025,397,0,0,1
1306,94025,88,0,0,0
1307,94115,0,0,0,1
1308,94546,0,0,0,1
1309,92037,0,0,0,1
1310,95136,0,0,0,0
1311,95616,0,0,0,0
1312,90044,125,0,0,0
1313,92691,0,0,0,1
1314,92008,141,0,0,0
1315,94305,0,0,0,0
1316,95134,181,0,0,0
1317,94086,123,0,0,0
1318,95521,0,0,0,0
1319,94234,0,0,0,0
1320,94005,0,0,0,1
1321,90250,0,1,0,0
1322,95138,0,0,0,0
1323,94022,0,0,1,1
1324,91604,0,0,0,0
1325,95064,0,0,0,0
1326,94304,120,0,0,0
1327,90024,0,0,0,0
1328,94720,0,0,0,0
1329,95616,380,1,0,1
1330,90095,0,0,0,0
1331,92346,224,0,0,1
1332,92692,0,0,0,0
1333,94309,0,0,0,0
1334,95014,0,0,0,0
1335,94304,0,0,0,0
1336,?,0,0,0,1
1337,93555,0,0,0,0
1338,92028,0,1,0,0
1339,90245,0,0,0,0
1340,94545,297,1,0,0
1341,94131,0,0,0,0
1342,91355,149,0,0,0
1343,90041,0,0,0,0
1344,92831,215,0,0,1
1345,93117,0,0,0,0
1346,92126,0,0,0,0
1347,95670,200,0,0,0
1348,91367,0,0,0,0
1349,95051,97,0,0,0
1350,93943,0,1,0,0
1351,90266,0,0,0,1
1352,94588,0,0,0,1
1353,?,0,0,0,0
1354,94124,0,0,0,1
1355,91942,357,0,0,0
1356,91910,158,0,0,0
1357,90066,0,0,0,0
1358,95134,0,0,0,0
1359,92007,0,0,0,1
1360,90034,433,0,0,0
1361,92028,0,0,0,0
1362,95039,0,0,0,0
1363,92130,157,0,0,1
1364,92115,0,0,0,0
1365,92129,0,0,0,0
1366,94720,0,0,0,1
1367,91107,101,0,0,0
1368,95747,149,0,0,1
1369,94025,122,0,0,0
1370,91902,0,0,0,0
1371,94545,117,0,0,0
1372,95621,222,0,0,0
1373,95616,483,1,0,0
1374,92612,0,1,0,0
1375,94043,0,0,0,0
1376,92612,0,1,0,1
1377,92870,86,0,0,0
1378,93023,0,0,0,0
1379,93305,0,0,0,0
1380,95051,0,0,0,0
1381,92103,0,0,0,0
1382,91380,0,0,0,0
1383,91775,178,0,0,1
1384,95616,230,0,0,0
1385,91711,0,0,0,0
1386,95032,83,0,0,1
1387,95616,0,0,0,0
1388,95762,0,0,0,1
1389,90212,0,0,0,0
1390,94107,0,0,0,0
1391,94305,0,0,0,1
1392,91330,0,0,0,0
1393,90095,0,0,0,1
1394,95039,0,0,0,0
1395,90095,0,0,0,1
1396,92831,305,1,0,0
1397,91107,158,0,0,0
1398,95521,0,0,0,0
1399,93407,0,0,0,0
1400,92009,0,0,0,0
1401,90401,0,0,0,0
1402,94521,0,0,0,0
1403,95064,0,1,0,0
1404,93109,154,0,0,1
1405,92121,0,0,0,0
1406,91605,0,1,1,1
1407,92123,0,0,0,1
1408,94306,294,1,0,0
1409,90089,0,1,0,0
1410,90745,0,0,0,0
1411,92126,0,0,0,0
1412,91302,176,1,1,1
1413,95064,127,0,0,0
1414,90058,0,0,0,0
1415,94105,128,0,0,0
1416,94019,212,0,0,0
1417,93101,0,0,0,0
1418,94061,0,0,0,0
1419,92008,0,1,1,1
1420,?,0,0,0,1
1421,91605,0,0,1,1
1422,94720,164,0,0,0
1423,?,103,0,1,1
1424,90250,0,0,0,0
1425,94539,287,0,0,0
1426,91330,94,0,0,1
1427,96651,0,0,0,0
1428,95828,119,0,0,1
1429,94583,90,0,0,0
1430,95064,171,0,0,0
1431,?,0,0,0,0
1432,90058,0,0,0,0
1433,90245,0,0,0,0
1434,92647,117,0,0,1
1435,93106,0,0,0,0
1436,90266,0,0,0,0
1437,95054,0,0,0,1
1438,92007,146,0,0,0
1439,94105,106,0,0,0
1440,94025,0,0,0,0
1441,94610,0,0,0,0
1442,94720,0,0,0,0
1443,95822,162,0,0,0
1444,95051,0,0,0,0
1445,90740,0,1,1,0
1446,90095,0,0,0,0
1447,92661,110,0,0,0
1448,94131,0,0,0,0
1449,92122,0,0,0,0
1450,90740,0,0,0,0
1451,90086,0,0,0,1
1452,94555,201,0,0,1
1453,94102,0,0,0,0
1454,90232,0,0,0,1
1455,90024,0,0,0,0
1456,91330,0,0,0,1
1457,90095,0,0,0,0
1458,94304,0,0,0,1
1459,93033,0,0,0,1
1460,92115,0,0,0,0
1461,92677,0,0,0,1
1462,?,0,0,0,0
1463,95207,77,0,0,0
1464,91343,174,0,0,0
1465,92333,0,0,0,0
1466,91911,159,0,0,0
1467,94303,277,0,0,1
1468,91107,0,0,0,0
1469,92129,0,0,0,0
1470,90005,0,0,0,0
1471,91116,0,0,0,1
1472,?,0,0,0,1
1473,94710,83,0,0,0
1474,91711,0,0,0,0
1475,92124,0,0,0,0
1476,92064,268,0,0,0
1477,92028,0,0,0,1
1478,91320,0,0,0,1
1479,94803,237,1,0,0
1480,91304,102,0,0,0
1481,93943,0,0,0,1
1482,91125,76,0,0,0
1483,94143,0,0,0,0
1484,92717,0,0,0,0
1485,94126,0,0,0,0
1486,90245,155,0,0,0
1487,93022,0,1,0,0
1488,93907,0,0,0,1
1489,95825,174,0,0,0
1490,91604,0,0,0,0
1491,95020,0,0,0,1
1492,94553,0,0,0,1
1493,90024,0,0,0,0
1494,91380,0,0,0,1
1495,90089,0,0,0,1
1496,92647,147,1,0,0
1497,91330,0,0,0,1
1498,95020,0,0,0,0
1499,94022,0,0,0,0
1500,92173,0,1,1,1
1501,95014,0,0,0,0
1502,92130,0,0,0,1
1503,90036,0,0,0,1
1504,94720,0,0,0,0
1505,92028,0,1,0,0
1506,92109,93,0,0,1
1507,95138,0,0,0,1
1508,91006,0,0,0,0
1509,93940,0,0,0,1
1510,92647,0,0,0,1
1511,95747,0,0,0,0
1512,90266,0,0,0,0
1513,91604,0,0,0,0
1514,?,354,0,0,0
1515,?,0,0,0,1
1516,94305,0,0,0,1
1517,92130,0,0,0,0
1518,92697,0,0,0,0
1519,95053,221,1,0,0
1520,92115,90,0,0,0
1521,95039,119,0,0,1
1522,92354,102,0,0,0
1523,94720,256,0,0,1
1524,92037,0,0,0,0
1525,94002,0,1,1,1
1526,95747,0,0,0,0
1527,94608,0,0,0,0
1528,?,195,0,0,0
1529,94550,164,0,0,0
1530,91709,153,0,0,0
1531,94066,0,0,0,1
1532,?,0,0,0,0
1533,94588,0,0,0,1
1534,93943,0,0,0,0
1535,92084,0,0,0,1
1536,92096,0,0,0,1
1537,95617,188,0,0,0
1538,94608,0,0,0,0
1539,95820,157,0,0,0
1540,90601,119,0,0,0
1541,91320,0,0,1,1
1542,92704,0,0,0,0
1543,92612,0,0,0,0
1544,93407,0,0,0,0
1545,92123,116,0,0,1
1546,92675,0,0,0,0
1547,?,0,0,0,0
1548,94720,194,0,0,0
1549,92037,113,0,0,0
1550,94305,198,0,0,0
1551,93117,0,0,0,0
1552,94115,238,0,0,1
1553,94301,0,0,0,0
1554,95616,0,0,0,0
1555,91302,0,0,0,0
1556,93009,104,0,0,0
1557,94143,244,0,0,0
1558,94939,0,0,0,0
1559,91320,285,0,0,0
1560,92677,115,1,0,0
1561,95605,0,0,0,0
1562,93106,128,0,0,0
1563,91763,0,0,0,0
1564,92109,121,0,0,1
1565,94706,0,0,0,0
1566,95758,0,0,0,0
1567,95064,128,0,0,0
1568,94710,0,0,0,0
1569,92350,226,0,0,0
1570,94305,141,0,0,0
1571,94705,0,1,0,1
1572,95758,0,0,0,0
1573,91711,0,0,0,1
1574,92028,184,0,1,1
1575,92106,0,0,0,0
1576,90037,0,0,0,0
1577,92131,0,0,0,0
1578,92093,227,1,0,0
1579,94143,104,0,0,0
1580,94305,0,1,0,1
1581,92093,0,0,0,0
1582,94105,0,0,0,1
1583,92037,318,1,1,1
1584,92028,342,1,1,1
1585,93401,125,0,0,0
1586,90502,0,0,0,0
1587,94122,0,0,0,1
1588,94035,0,0,0,0
1589,95616,0,0,0,0
1590,90049,0,1,0,0
1591,95819,188,0,0,0
1592,95817,0,0,0,0
1593,90089,0,1,1,0
1594,91320,0,0,0,0
1595,90025,0,0,0,0
1596,94305,110,0,0,0
1597,92606,164,0,0,0
1598,92325,0,0,0,1
1599,94550,0,0,0,0
1600,93305,266,0,0,0
1601,92028,0,0,0,0
1602,93407,0,0,0,0
1603,90245,0,0,0,0
1604,92152,86,1,0,0
1605,90502,0,1,0,1
1606,93555,0,0,0,0
1607,90266,87,0,0,0
1608,92028,0,0,0,0
1609,94608,98,0,0,0
1610,93023,0,0,1,1
1611,94305,0,0,0,1
1612,92096,0,0,0,0
1613,94550,104,0,0,0
1614,94305,0,0,0,0
1615,94920,0,0,1,1
1616,93109,0,0,0,0
1617,94402,0,1,1,0
1618,91302,0,0,0,0
1619,94720,0,0,0,1
1620,90005,0,0,0,0
1621,94035,0,0,0,0
1622,92093,114,0,0,0
1623,94611,0,0,0,0
1624,90045,455,0,0,0
1625,90024,0,0,0,0
1626,94542,0,0,0,0
1627,93108,0,0,0,0
1628,?,0,0,0,1
1629,95064,245,0,0,0
1630,93407,0,1,0,0
1631,92096,0,0,0,1
1632,91105,0,1,1,1
1633,95032,0,1,0,0
1634,?,0,0,0,0
1635,95814,104,0,1,1
1636,91330,0,0,0,0
1637,92122,0,0,0,1
1638,94022,0,1,0,0
1639,95133,0,0,0,1
1640,94571,0,0,0,0
1641,90009,95,0,0,0
1642,92182,0,1,0,0
1643,95814,0,0,0,1
1644,91125,0,0,0,0
1645,91355,131,0,0,1
1646,92096,90,0,0,0
1647,91745,0,0,0,0
1648,90509,0,0,0,0
1649,93106,0,0,0,1
1650,95039,0,0,0,0
1651,92131,106,0,0,0
1652,94301,0,1,0,0
1653,92626,0,1,0,0
1654,96651,123,0,0,1
1655,94305,0,0,0,1
1656,91355,0,0,0,0
1657,92646,0,0,0,0
1658,94538,0,0,0,0
1659,92037,0,0,0,0
1660,95828,106,1,1,1
1661,?,0,0,0,0
1662,92093,0,0,0,1
1663,94607,0,0,0,0
1664,95070,0,0,0,0
1665,91605,0,0,0,0
1666,92735,341,0,0,1
1667,95138,0,1,0,0
1668,90024,91,0,0,0
1669,90066,0,0,0,1
1670,95037,0,0,0,1
1671,95135,101,0,0,0
1672,92648,0,0,0,0
1673,94546,0,1,1,1
1674,94115,0,0,0,1
1675,95814,421,1,0,0
1676,90266,0,0,0,0
1677,92821,104,0,0,0
1678,92173,131,0,0,0
1679,94035,0,0,0,0
1680,94590,0,1,1,0
1681,92093,0,0,0,0
1682,90005,0,0,0,0
1683,92182,103,0,0,0
1684,92660,0,0,0,0
1685,94028,249,0,0,0
1686,90011,155,0,0,0
1687,96003,0,0,0,0
1688,90025,0,0,0,1
1689,92152,359,0,0,0
1690,92028,0,0,0,1
1691,95521,0,0,0,0
1692,94117,0,0,0,1
1693,93014,0,0,0,0
1694,95616,0,0,0,0
1695,94025,118,0,0,0
1696,?,0,0,0,0
1697,91024,132,0,0,0
1698,?,0,0,0,1
1699,92121,0,0,0,0
1700,94720,0,0,0,1
1701,?,0,0,0,0
1702,94304,0,0,0,0
1703,93555,0,0,0,1
1704,94542,0,0,0,0
1705,95521,0,0,0,1
1706,90245,0,0,0,1
1707,92672,0,0,0,0
1708,92374,0,0,0,1
1709,90250,0,0,0,1
1710,93555,0,0,0,1
1711,95405,131,0,0,1
1712,95819,158,0,0,0
1713,92780,0,0,0,0
1714,90405,0,0,0,0
1715,94720,107,0,0,1
1716,95370,0,0,0,0
1717,91330,565,0,0,0
1718,93727,233,0,0,0
1719,92028,0,0,0,1
1720,91304,0,0,0,1
1721,95060,0,0,0,0
1722,92867,152,0,0,0
1723,92647,0,0,1,0
1724,95821,0,0,0,0
1725,90025,0,0,0,0
1726,95348,0,0,0,0
1727,91335,150,0,0,1
1728,90049,0,0,0,1
1729,95405,0,0,0,0
1730,91320,0,0,0,0
1731,94402,0,0,0,1
1732,92122,0,1,0,0
1733,94566,319,0,0,1
1734,95125,0,0,0,0
1735,94720,182,0,0,0
1736,95051,0,0,0,1
1737,95133,394,0,0,1
1738,92399,230,0,0,0
1739,91129,82,0,0,1
1740,95211,0,0,1,1
1741,95008,0,0,1,0
1742,94066,0,0,0,0
1743,95929,137,0,0,0
1744,94701,109,0,0,0
1745,91105,135,0,0,0
1746,90065,0,0,0,1
1747,90740,0,0,0,1
1748,90717,89,0,0,1
1749,95819,151,0,0,0
1750,95814,221,0,0,0
1751,95521,229,0,0,0
1752,94720,0,0,0,0
1753,92717,0,1,0,0
1754,92008,0,0,0,0
1755,95616,0,0,0,0
1756,92647,0,0,0,1
1757,95053,0,0,0,0
1758,90630,0,0,0,1
1759,96003,0,0,0,0
1760,94720,0,0,0,0
1761,94309,0,0,0,0
1762,94720,121,0,0,1
1763,94526,89,0,0,1
1764,94105,0,0,0,1
1765,94596,0,0,0,0
1766,95051,154,0,0,0
1767,92697,0,0,0,0
1768,92691,0,0,0,0
1769,92093,84,1,0,0
1770,94061,0,0,0,0
1771,91320,94,0,0,0
1772,95023,0,0,0,0
1773,94720,119,0,0,0
1774,92037,0,0,0,0
1775,93109,0,0,0,1
1776,91360,117,0,0,0
1777,94080,151,0,0,0
1778,93117,114,0,0,1
1779,94710,0,0,0,0
1780,94720,0,0,0,0
1781,95051,267,0,0,0
1782,90650,0,0,0,1
1783,95825,181,0,0,1
1784,94720,601,0,0,0
1785,91355,0,1,1,0
1786,94080,0,0,0,0
1787,93117,0,0,0,0
1788,94608,0,0,1,1
1789,91116,0,0,0,0
1790,91330,567,1,1,1
1791,92124,0,0,0,1
1792,94309,0,0,1,1
1793,93009,0,0,1,1
1794,94596,0,1,0,0
1795,91355,0,1,0,0
1796,90024,0,0,0,1
1797,92831,0,0,0,0
1798,91365,0,0,0,1
1799,94086,0,1,0,0
1800,95821,100,0,0,0
1801,94080,181,0,1,1
1802,92121,0,0,0,0
1803,92806,0,0,0,0
1804,94542,0,0,0,0
1805,92661,0,0,0,0
1806,92373,114,0,0,0
1807,90740,0,0,0,0
1808,90036,0,0,0,0
1809,93010,0,0,0,0
1810,95045,0,0,0,0
1811,90025,0,0,0,0
1812,94534,0,0,0,0
1813,95054,0,0,0,0
1814,90033,0,0,0,1
1815,95747,0,0,0,0
1816,94923,0,0,1,1
1817,92373,0,0,0,0
1818,94604,0,0,0,1
1819,?,0,0,0,0
1820,94110,231,0,0,0
1821,90404,148,0,0,0
1822,96008,0,0,0,0
1823,93014,86,1,1,0
1824,91320,0,0,0,1
1825,94022,0,1,0,1
1826,94720,0,1,0,0
1827,91105,171,0,0,0
1828,92704,352,0,0,1
1829,92123,0,0,0,0
1830,95630,0,0,0,0
1831,94571,221,0,0,0
1832,94118,115,0,0,1
1833,91330,0,0,0,0
1834,94303,0,1,0,0
1835,94143,118,0,0,0
1836,94546,284,0,0,1
1837,90041,0,0,0,0
1838,?,180,0,0,1
1839,94720,0,0,0,0
1840,95616,0,0,0,1
1841,?,88,0,0,0
1842,94583,199,0,0,1
1843,95051,256,0,0,0
1844,90230,0,0,0,0
1845,92717,0,0,0,1
1846,93065,0,0,0,0
1847,90089,0,0,0,0
1848,95126,159,0,0,0
1849,95032,0,0,1,1
1850,90630,0,0,0,0
1851,90033,97,0,0,0
1852,94015,0,0,0,1
1853,94596,167,0,0,0
1854,90401,97,0,0,0
1855,95403,0,0,0,0
1856,94304,0,0,0,1
1857,95014,0,0,0,0
1858,94066,0,0,0,1
1859,90747,240,0,0,0
1860,91741,80,0,0,0
1861,91103,142,1,0,0
1862,90274,0,0,1,1
1863,95616,0,0,0,0
1864,94588,112,0,0,0
1865,92103,0,0,0,0
1866,91342,0,0,0,0
1867,94523,334,0,0,0
1868,94553,0,0,0,0
1869,92833,0,0,0,1
1870,94025,0,0,0,0
1871,95032,0,1,0,0
1872,94065,268,0,0,0
1873,?,0,0,0,0
1874,94538,80,0,0,0
1875,?,218,0,0,1
1876,90066,389,0,0,0
1877,90210,0,0,0,0
1878,90037,0,0,0,0
1879,95833,159,0,0,0
1880,90401,0,0,0,0
1881,94720,89,0,0,0
1882,91365,0,0,0,0
1883,91330,342,1,1,1
1884,91711,0,0,0,0
1885,94132,0,0,0,0
1886,96001,104,0,1,1
1887,94105,0,0,0,0
1888,95006,0,0,1,1
1889,94305,0,0,0,0
1890,93106,372,1,1,0
1891,90630,0,0,0,0
1892,95126,0,0,0,0
1893,94110,0,0,0,1
1894,94608,101,0,0,0
1895,94303,0,0,0,1
1896,95003,0,0,0,0
1897,94304,0,0,0,1
1898,93065,0,0,0,0
1899,95630,0,0,0,0
1900,94115,0,0,0,0
1901,91365,0,0,0,0
1902,94305,0,0,0,0
1903,94005,107,0,0,1
1904,90095,0,0,0,0
1905,95060,0,0,0,0
1906,92507,241,0,0,0
1907,92866,275,0,0,0
1908,93711,0,0,0,0
1909,92037,112,0,0,0
1910,90048,0,0,0,1
1911,95616,112,0,0,0
1912,94709,0,0,0,0
1913,94304,0,1,1,0
1914,92110,198,1,0,0
1915,95616,186,0,0,0
1916,91911,0,0,0,0
1917,95138,0,0,0,0
1918,96001,142,0,0,0
1919,93555,246,1,1,1
1920,92069,120,0,0,1
1921,92130,0,0,0,0
1922,95621,245,0,0,1
1923,93023,0,0,0,0
1924,90639,0,0,0,0
1925,92009,0,0,0,0
1926,90245,218,0,0,0
1927,90095,0,0,0,0
1928,93106,0,0,0,0
1929,94122,0,0,0,0
1930,94501,0,0,0,0
1931,94080,0,0,0,0
1932,92122,0,0,0,0
1933,90073,185,0,0,0
1934,91311,0,0,0,0
1935,95814,0,0,0,1
1936,94086,0,1,1,1
1937,90291,0,0,0,0
1938,95051,589,1,1,0
1939,90245,0,0,0,0
1940,94122,0,0,0,0
1941,92630,0,0,0,0
1942,95307,0,0,0,0
1943,90210,0,0,0,0
1944,95521,0,0,0,0
1945,90095,83,0,1,1
1946,93106,151,0,0,0
1947,94720,0,0,0,1
1948,94111,231,0,0,0
1949,93955,86,0,0,0
1950,90504,0,0,0,0
1951,94109,0,0,0,0
1952,94550,0,0,0,1
1953,92037,0,0,0,0
1954,90058,83,0,0,0
1955,90245,277,0,0,0
1956,90401,0,0,0,0
1957,94539,184,0,0,0
1958,90028,0,0,0,0
1959,95762,0,0,0,1
1960,95833,0,0,0,0
1961,95616,0,0,0,0
1962,94304,0,0,0,0
1963,90019,0,0,0,0
1964,94539,0,0,0,1
1965,95060,111,0,0,1
1966,90095,0,0,0,0
1967,91330,0,0,0,0
1968,94303,108,0,0,1
1969,91801,0,0,0,0
1970,94105,0,0,0,1
1971,92780,397,0,0,1
1972,95616,203,0,0,1
1973,94606,0,0,0,0
1974,92192,78,0,0,0
1975,?,242,0,0,0
1976,94132,0,0,0,1
1977,95616,0,0,0,0
1978,94303,0,0,0,1
1979,?,0,0,0,0
1980,91330,0,0,0,0
1981,94706,0,0,0,0
1982,91768,0,0,0,0
1983,94701,110,0,0,0
1984,94720,0,0,0,0
1985,92630,175,0,0,0
1986,94920,79,0,0,0
1987,90065,0,0,0,0
1988,94118,0,0,1,1
1989,91301,120,0,0,0
1990,90274,0,0,0,0
1991,92807,76,0,0,1
1992,90747,0,0,0,0
1993,94302,0,0,0,1
1994,94545,0,0,0,0
1995,94080,0,0,0,0
1996,94720,0,0,0,0
1997,94305,0,0,0,0
1998,92093,0,0,0,0
1999,94111,0,1,0,0
2000,93940,0,0,0,0
2001,95670,0,0,0,0
2002,94928,0,1,0,1
2003,92126,359,1,0,0
2004,90277,0,0,0,1
2005,92704,143,0,0,0
2006,90254,0,1,1,1
2007,94720,0,0,1,1
2008,94010,0,0,0,1
2009,92037,125,0,0,0
2010,?,323,0,0,0
2011,96001,0,0,0,0
2012,92507,0,0,0,0
2013,93943,0,0,0,1
2014,92691,113,0,0,0
2015,95054,167,1,1,1
2016,95747,0,0,0,0
2017,92835,218,0,0,0
2018,92064,0,0,0,0
2019,90089,0,0,0,1
2020,94611,0,0,1,0
2021,94303,0,0,0,0
2022,91380,0,1,0,0
2023,93561,236,0,0,0
2024,94720,151,0,0,0
2025,94305,0,1,0,0
2026,94720,185,0,0,0
2027,93907,0,0,0,0
2028,94596,380,0,0,0
2029,91710,0,0,0,0
2030,?,0,0,0,0
2031,95814,207,0,1,1
2032,94608,0,0,0,0
2033,90266,0,0,0,1
2034,92126,0,0,0,1
2035,92821,329,0,0,0
2036,93065,0,0,0,1
2037,94305,0,0,0,0
2038,95616,0,0,0,1
2039,94551,0,0,0,1
2040,91605,0,0,0,0
2041,94720,0,0,0,0
2042,95403,535,1,0,0
2043,94102,0,0,0,0
2044,90049,0,0,0,1
2045,92677,0,0,0,0
2046,95051,107,0,0,0
2047,95134,0,1,1,1
2048,90640,0,1,0,1
2049,94803,0,0,0,1
2050,92717,0,0,0,0
2051,94024,98,0,0,0
2052,90018,0,0,0,0
2053,94080,170,0,0,0
2054,?,161,0,1,1
2055,92126,0,0,0,0
2056,90274,0,0,0,0
2057,92691,83,0,0,1
2058,91754,0,0,0,1
2059,92093,0,0,0,0
2060,92121,222,0,0,0
2061,92093,0,0,0,1
2062,93950,111,1,0,0
2063,92521,219,0,1,1
2064,94080,0,0,0,0
2065,94545,0,0,0,1
2066,92354,0,0,0,1
2067,95814,0,0,0,1
2068,91770,0,0,0,1
2069,90024,0,0,0,0
